Name,OriginID,DestinationID,DestinationRank,Total_Length
Shuozhou - Shanghai,192,4,2,1566.635181
Shuozhou - Chengdu,192,2,3,1585.913316
Shuozhou - Guangzhou,192,3,4,2199.385853
Simao - Chengdu,193,2,1,1224.105989
Simao - Guangzhou,193,3,2,1668.444299
Simao - Shanghai,193,4,3,2801.656416
Simao - Beijing,193,1,4,3040.85957
Siping - Beijing,194,1,1,875.2786848
Siping - Shanghai,194,4,2,2137.514906
Siping - Chengdu,194,2,3,2699.500174
Siping - Guangzhou,194,3,4,3072.435966
Songyuan - Beijing,195,1,1,1055.425274
Songyuan - Shanghai,195,4,2,2375.870465
Songyuan - Chengdu,195,2,3,2877.260498
Songyuan - Guangzhou,195,3,4,3293.87264
Suihua - Beijing,196,1,1,1331.706181
Suihua - Shanghai,196,4,2,2615.828933
Suihua - Chengdu,196,2,3,3153.541404
Suihua - Guangzhou,196,3,4,3550.749993
Suining - Chengdu,197,2,1,181.6736013
Suining - Guangzhou,197,3,2,1641.448874
Suining - Beijing,197,1,3,1799.213912
Suining - Shanghai,197,4,4,1986.303413
Suizhou - Shanghai,198,4,1,986.215336
Suizhou - Beijing,198,1,2,1099.512165
Suizhou - Chengdu,198,2,3,1148.771377
Suizhou - Guangzhou,198,3,4,1214.421795
Suqian - Shanghai,199,4,1,569.1307124
Suqian - Beijing,199,1,2,864.4858188
Suqian - Guangzhou,199,3,3,1700.922661
Suqian - Chengdu,199,2,4,1724.870129
Suzhou_Anhui - Shanghai,200,4,1,596.3961635
Suzhou_Anhui - Beijing,200,1,2,801.0989539
Suzhou_Anhui - Chengdu,200,2,3,1604.428791
Suzhou_Anhui - Guangzhou,200,3,4,1633.835937
Suzhou_Jiangsu - Shanghai,201,4,1,97.11966949
Suzhou_Jiangsu - Beijing,201,1,2,1289.085246
Suzhou_Jiangsu - Guangzhou,201,3,3,1491.777899
Suzhou_Jiangsu - Chengdu,201,2,4,2009.181948
Tai'an - Beijing,202,1,1,487.5205406
Tai'an - Shanghai,202,4,2,911.7746684
Tai'an - Chengdu,202,2,3,1665.239648
Tai'an - Guangzhou,202,3,4,1885.150105
Taiyuan - Beijing,203,1,1,471.7403166
Taiyuan - Shanghai,203,4,2,1368.884237
Taiyuan - Chengdu,203,2,3,1388.792589
Taiyuan - Guangzhou,203,3,4,2002.265127
Taizhou_Jiangsu - Shanghai,204,4,1,475.2740461
Taizhou_Jiangsu - Beijing,204,1,2,1063.578901
Taizhou_Jiangsu - Guangzhou,204,3,3,1607.065994
Taizhou_Jiangsu - Chengdu,204,2,4,1912.010723
Taizhou_Zhejiang - Shanghai,205,4,1,487.7752172
Taizhou_Zhejiang - Guangzhou,205,3,2,1398.067591
Taizhou_Zhejiang - Beijing,205,1,3,1711.962778
Taizhou_Zhejiang - Chengdu,205,2,4,2278.269075
Tangshan - Beijing,206,1,1,173.0347367
Tangshan - Shanghai,206,4,2,1424.071518
Tangshan - Chengdu,206,2,3,1991.982736
Tangshan - Guangzhou,206,3,4,2358.992578
Tianjin - Beijing,207,1,1,134.9305656
Tianjin - Shanghai,207,4,2,1325.091684
Tianjin - Chengdu,207,2,3,1895.03074
Tianjin - Guangzhou,207,3,4,2262.040582
Tianshui - Chengdu,208,2,1,645.5014203
Tianshui - Beijing,208,1,2,1380.631191
Tianshui - Shanghai,208,4,3,1757.854526
Tianshui - Guangzhou,208,3,4,2140.700385
Tieling - Beijing,209,1,1,794.501041
Tieling - Shanghai,209,4,2,2056.737262
Tieling - Chengdu,209,2,3,2618.72253
Tieling - Guangzhou,209,3,4,2991.658322
Tongchuan - Chengdu,210,2,1,858.7254298
Tongchuan - Beijing,210,1,2,1033.381154
Tongchuan - Shanghai,210,4,3,1488.543653
Tongchuan - Guangzhou,210,3,4,1901.701003
Tonghua - Beijing,211,1,1,995.084214
Tonghua - Shanghai,211,4,2,2257.320435
Tonghua - Chengdu,211,2,3,2819.305703
Tonghua - Guangzhou,211,3,4,3192.241495
Tongliao - Beijing,212,1,1,750.0436148
Tongliao - Shanghai,212,4,2,2070.488805
Tongliao - Chengdu,212,2,3,2571.878838
Tongliao - Guangzhou,212,3,4,2988.49098
Tongling - Shanghai,213,4,1,406.7832419
Tongling - Beijing,213,1,2,1261.653202
Tongling - Guangzhou,213,3,3,1297.723505
Tongling - Chengdu,213,2,4,1937.502646
Ulanqab - Beijing,214,1,1,372.4348789
Ulanqab - Shanghai,214,4,2,1707.765613
Ulanqab - Chengdu,214,2,3,1829.218449
Ulanqab - Guangzhou,214,3,4,2412.839539
Urumqi - Chengdu,215,2,1,2712.497051
Urumqi - Beijing,215,1,2,3099.141393
Urumqi - Shanghai,215,4,3,3841.556645
Urumqi - Guangzhou,215,3,4,4230.586551
Weifang - Beijing,216,1,1,546.6988669
Weifang - Shanghai,216,4,2,905.6895696
Weifang - Chengdu,216,2,3,1898.380644
Weifang - Guangzhou,216,3,4,2037.481518
Weihai - Beijing,217,1,1,857.867398
Weihai - Shanghai,217,4,2,1130.168215
Weihai - Chengdu,217,2,3,2204.537266
Weihai - Guangzhou,217,3,4,2261.960163
Weinan - Chengdu,218,2,1,822.6361735
Weinan - Beijing,218,1,2,1001.90137
Weinan - Shanghai,218,4,3,1379.124706
Weinan - Guangzhou,218,3,4,1797.394159
Wenzhou - Beijing,219,1,3,1623
Wenzhou - Shanghai,219,4,1,464
Wenzhou - Chengdu,219,2,4,1997
Wenzhou - Guangzhou,219,3,2,1193
Wuhai - Beijing,220,1,1,1053.833453
Wuhai - Chengdu,220,2,2,1379.419469
Wuhai - Shanghai,220,4,3,2057.740054
Wuhai - Guangzhou,220,3,4,2614.337419
Wuhan - Shanghai,221,4,1,907.5015486
Wuhan - Guangzhou,221,3,2,1053.407575
Wuhan - Beijing,221,1,3,1194.084698
Wuhan - Chengdu,221,2,4,1319.57751
Wuhu - Shanghai,222,4,1,319.0142422
Wuhu - Beijing,222,1,2,1258.156218
Wuhu - Guangzhou,222,3,3,1281.840048
Wuhu - Chengdu,222,2,4,1978.25292
Wuwei - Chengdu,223,2,1,1141.061854
Wuwei - Beijing,223,1,2,1525.441265
Wuwei - Shanghai,223,4,3,2267.856517
Wuwei - Guangzhou,223,3,4,2656.886423
Wuxi - Shanghai,224,4,1,136.0616495
Wuxi - Beijing,224,1,2,1250.143266
Wuxi - Guangzhou,224,3,3,1452.835919
Wuxi - Chengdu,224,2,4,1970.239968
Wuzhong - Beijing,225,1,1,1169.912769
Wuzhong - Chengdu,225,2,2,1176.309293
Wuzhong - Shanghai,225,4,3,1985.024931
Wuzhong - Guangzhou,225,3,4,2455.982613
Wuzhou - Guangzhou,226,3,1,330.7850308
Wuzhou - Chengdu,226,2,2,1445.573442
Wuzhou - Shanghai,226,4,3,1634.653161
Wuzhou - Beijing,226,1,4,2275.751783
Xi'an - Chengdu,227,2,1,768.9544965
Xi'an - Beijing,227,1,2,1055.266992
Xi'an - Shanghai,227,4,3,1432.490328
Xi'an - Guangzhou,227,3,4,1816.021656
Xiamen - Guangzhou,228,3,1,696.0526653
Xiamen - Shanghai,228,4,2,1147.159026
Xiamen - Chengdu,228,2,3,2200.152639
Xiamen - Beijing,228,1,4,2279.704956
Xiangfan - Chengdu,229,2,1,1057.26561
Xiangfan - Beijing,229,1,2,1173.109265
Xiangfan - Shanghai,229,4,3,1223.709994
Xiangfan - Guangzhou,229,3,4,1350.524421
Xiangtan - Guangzhou,230,3,1,660.8422804
Xiangtan - Shanghai,230,4,2,1090.607162
Xiangtan - Chengdu,230,2,3,1296.163439
Xiangtan - Beijing,230,1,4,1612.383589
Xianning - Shanghai,231,4,1,948.225629
Xianning - Guangzhou,231,3,2,975.1339089
Xianning - Beijing,231,1,3,1288.51747
Xianning - Chengdu,231,2,4,1407.810548
Xianyang - Chengdu,232,2,1,754.5695571
Xianyang - Beijing,232,1,2,1080.146862
Xianyang - Shanghai,232,4,3,1457.370198
Xianyang - Guangzhou,232,3,4,1840.216056
Xiaogan - Shanghai,233,4,1,920.878795
Xiaogan - Guangzhou,233,3,2,1108.484812
Xiaogan - Beijing,233,1,3,1132.348819
Xiaogan - Chengdu,233,2,4,1262.889381
Xingtai - Beijing,234,1,1,389.4667215
Xingtai - Shanghai,234,4,2,1154.415509
Xingtai - Chengdu,234,2,3,1478.582106
Xingtai - Guangzhou,234,3,4,1851.702832
Xining - Chengdu,235,2,1,1046.53319
Xining - Beijing,235,1,2,1769.830327
Xining - Shanghai,235,4,3,2270.656596
Xining - Guangzhou,235,3,4,2653.502455
Xinxiang - Beijing,236,1,1,609.6935602
Xinxiang - Shanghai,236,4,2,1021.634114
Xinxiang - Chengdu,236,2,3,1317.981801
Xinxiang - Guangzhou,236,3,4,1632.81543
Xinyang - Shanghai,237,4,1,845.1610115
Xinyang - Beijing,237,1,2,989.6428055
Xinyang - Guangzhou,237,3,3,1251.232298
Xinyang - Chengdu,237,2,4,1261.216348
Xinyu - Guangzhou,238,3,1,697.5681538
Xinyu - Shanghai,238,4,2,857.9357501
Xinyu - Chengdu,238,2,3,1528.834851
Xinyu - Beijing,238,1,4,1698.491462
Xinzhou - Beijing,239,1,1,443.2133269
Xinzhou - Shanghai,239,4,2,1439.433231
Xinzhou - Chengdu,239,2,3,1458.711366
Xinzhou - Guangzhou,239,3,4,2072.183904
Xuchang - Beijing,240,1,1,768.719142
Xuchang - Shanghai,240,4,2,940.5077255
Xuchang - Chengdu,240,2,3,1248.084685
Xuchang - Guangzhou,240,3,4,1472.114489
Xuzhou - Shanghai,241,4,1,650.5505897
Xuzhou - Beijing,241,1,2,741.5549504
Xuzhou - Chengdu,241,2,3,1583.869509
Xuzhou - Guangzhou,241,3,4,1693.522525
Ya'an - Chengdu,242,2,1,153.8427809
Ya'an - Guangzhou,242,3,2,1792.538266
Ya'an - Beijing,242,1,3,1968.882086
Ya'an - Shanghai,242,4,4,2260.144398
Yan'an - Beijing,243,1,1,901.8789078
Yan'an - Chengdu,243,2,2,1090.467201
Yan'an - Shanghai,243,4,3,1564.941357
Yan'an - Guangzhou,243,3,4,2080.369479
Yancheng - Shanghai,244,4,1,611.5584814
Yancheng - Beijing,244,1,2,962.8930306
Yancheng - Guangzhou,244,3,3,1743.35043
Yancheng - Chengdu,244,2,4,1939.548358
Yangjiang - Guangzhou,245,3,1,254.761102
Yangjiang - Chengdu,245,2,2,1659.702371
Yangjiang - Shanghai,245,4,3,1700.777323
Yangjiang - Beijing,245,1,4,2475.346139
Yangquan - Beijing,246,1,1,372.201201
Yangquan - Shanghai,246,4,2,1297.649015
Yangquan - Chengdu,246,2,3,1460.244519
Yangquan - Guangzhou,246,3,4,1982.138704
Yangzhou - Shanghai,247,4,1,479.2021582
Yangzhou - Beijing,247,1,2,985.4450341
Yangzhou - Guangzhou,247,3,3,1610.994106
Yangzhou - Chengdu,247,2,4,1915.938835
Yantai - Beijing,248,1,1,797.9078656
Yantai - Shanghai,248,4,2,1070.208682
Yantai - Chengdu,248,2,3,2144.577734
Yantai - Guangzhou,248,3,4,2202.000631
Yibin - Chengdu,249,2,1,284.7658707
Yibin - Guangzhou,249,3,2,1555.409912
Yibin - Beijing,249,1,3,1995.340479
Yibin - Shanghai,249,4,4,2182.429979
Yichang - Chengdu,250,2,1,1077.231646
Yichang - Shanghai,250,4,2,1248.163559
Yichang - Guangzhou,250,3,3,1265.596696
Yichang - Beijing,250,1,4,1333.798421
Yicheng - Chengdu,251,2,1,1091.308292
Yicheng - Shanghai,251,4,2,1186.457884
Yicheng - Beijing,251,1,3,1207.151947
Yicheng - Guangzhou,251,3,4,1313.272312
Yichun_Heilongjiang - Beijing,252,1,1,1672.626273
Yichun_Heilongjiang - Shanghai,252,4,2,2956.749025
Yichun_Heilongjiang - Chengdu,252,2,3,3494.461496
Yichun_Heilongjiang - Guangzhou,252,3,4,3891.670085
Yichun_Jiangxi - Guangzhou,253,3,1,686.4907117
Yichun_Jiangxi - Shanghai,253,4,2,920.1924888
Yichun_Jiangxi - Chengdu,253,2,3,1467.625711
Yichun_Jiangxi - Beijing,253,1,4,1659.747046
Yinchuan - Beijing,254,1,1,1195.868557
Yinchuan - Chengdu,254,2,2,1258.342172
Yinchuan - Shanghai,254,4,3,2040.587557
Yinchuan - Guangzhou,254,3,4,2538.015492
Yingkou - Beijing,255,1,1,681.4697558
Yingkou - Shanghai,255,4,2,1943.705977
Yingkou - Chengdu,255,2,3,2505.691245
Yingkou - Guangzhou,255,3,4,2878.627037
Yingtan - Shanghai,256,4,1,612.124747
Yingtan - Guangzhou,256,3,2,854.1400674
Yingtan - Beijing,256,1,3,1690.092709
Yingtan - Chengdu,256,2,4,1774.645854
Yiyang - Guangzhou,257,3,1,797.3497612
Yiyang - Shanghai,257,4,2,1210.633595
Yiyang - Chengdu,257,2,3,1271.972883
Yiyang - Beijing,257,1,4,1667.007722
Yongzhou - Guangzhou,258,3,1,621.1649082
Yongzhou - Chengdu,258,2,2,1193.974837
Yongzhou - Shanghai,258,4,3,1321.775789
Yongzhou - Beijing,258,1,4,1862.98735
Yueyang - Guangzhou,259,3,1,847.9847224
Yueyang - Shanghai,259,4,2,1039.196411
Yueyang - Beijing,259,1,3,1415.666657
Yueyang - Chengdu,259,2,4,1478.911321
Yulin_Guangxi - Guangzhou,260,3,1,431.3068408
Yulin_Guangxi - Chengdu,260,2,2,1391.499929
Yulin_Guangxi - Shanghai,260,4,3,1820.740443
Yulin_Guangxi - Beijing,260,1,4,2435.341184
Yulin_Shaanxi - Beijing,261,1,1,826.8968839
Yulin_Shaanxi - Chengdu,261,2,2,1383.967278
Yulin_Shaanxi - Shanghai,261,4,3,1692.602111
Yulin_Shaanxi - Guangzhou,261,3,4,2303.783427
Yuncheng - Beijing,262,1,1,829.1521384
Yuncheng - Chengdu,262,2,2,995.6210329
Yuncheng - Shanghai,262,4,3,1290.735665
Yuncheng - Guangzhou,262,3,4,1870.311012
Yunfu - Guangzhou,263,3,1,177.856757
Yunfu - Chengdu,263,2,2,1585.477472
Yunfu - Shanghai,263,4,3,1595.405426
Yunfu - Beijing,263,1,4,2364.030271
Yuxi - Chengdu,264,2,1,1004.306816
Yuxi - Guangzhou,264,3,2,1565.68787
Yuxi - Shanghai,264,4,3,2471.178167
Yuxi - Beijing,264,1,4,2715.397749
Zaozhuang - Beijing,265,1,1,654.0883347
Zaozhuang - Shanghai,265,4,2,755.3909065
Zaozhuang - Chengdu,265,2,3,1625.547678
Zaozhuang - Guangzhou,265,3,4,1762.54103
Zhangjiajie - Chengdu,266,2,1,962.6035759
Zhangjiajie - Guangzhou,266,3,2,1066.378022
Zhangjiajie - Shanghai,266,4,3,1435.601137
Zhangjiajie - Beijing,266,1,4,1562.856252
Zhangjiakou - Beijing,267,1,1,192.7914162
Zhangjiakou - Shanghai,267,4,2,1563.890173
Zhangjiakou - Chengdu,267,2,3,1874.143312
Zhangjiakou - Guangzhou,267,3,4,2407.481432
Zhangye - Chengdu,268,2,1,1382.132264
Zhangye - Beijing,268,1,2,1766.894621
Zhangye - Shanghai,268,4,3,2509.309873
Zhangye - Guangzhou,268,3,4,2898.339779
Zhangzhou - Guangzhou,269,3,1,684.8395697
Zhangzhou - Shanghai,269,4,2,1120.740594
Zhangzhou - Chengdu,269,2,3,2188.939543
Zhangzhou - Beijing,269,1,4,2241.116854
Zhanjiang - Guangzhou,270,3,1,478.780187
Zhanjiang - Chengdu,270,2,2,1544.547792
Zhanjiang - Shanghai,270,4,3,1896.328856
Zhanjiang - Beijing,270,1,4,2578.568154
Zhaoqing - Guangzhou,271,3,1,120.5736951
Zhaoqing - Shanghai,271,4,2,1538.122364
Zhaoqing - Chengdu,271,2,3,1637.054072
Zhaoqing - Beijing,271,1,4,2306.747209
Zhaotong - Chengdu,272,2,1,513.4413158
Zhaotong - Guangzhou,272,3,2,1533.672923
Zhaotong - Beijing,272,1,3,2234.169859
Zhaotong - Shanghai,272,4,4,2244.448119
Zhengzhou - Beijing,273,1,1,687.6150622
Zhengzhou - Shanghai,273,4,2,950.6986817
Zhengzhou - Chengdu,273,2,3,1256.486937
Zhengzhou - Guangzhou,273,3,4,1553.218568
Zhenjiang - Shanghai,274,4,1,243.6788486
Zhenjiang - Beijing,274,1,2,1142.526067
Zhenjiang - Guangzhou,274,3,3,1486.414638
Zhenjiang - Chengdu,274,2,4,1862.622768
Zhongshan - Guangzhou,275,3,1,92.35803275
Zhongshan - Shanghai,275,4,2,1538.374254
Zhongshan - Chengdu,275,2,3,1774.435055
Zhongshan - Beijing,275,1,4,2312.94307
Zhongwei - Chengdu,276,2,1,1136.144458
Zhongwei - Beijing,276,1,2,1293.72277
Zhongwei - Shanghai,276,4,3,2071.910165
Zhongwei - Guangzhou,276,3,4,2460.940071
Zhoukou - Beijing,277,1,1,829.2238735
Zhoukou - Shanghai,277,4,2,882.2559811
Zhoukou - Chengdu,277,2,3,1298.266614
Zhoukou - Guangzhou,277,3,4,1451.374735
Zhoushan - Shanghai,278,4,1,410.721619
Zhoushan - Guangzhou,278,3,2,1487.437674
Zhoushan - Beijing,278,1,3,1634.909179
Zhoushan - Chengdu,278,2,4,2349.743106
Zhuhai - Guangzhou,279,3,1,148.9271091
Zhuhai - Shanghai,279,4,2,1594.94333
Zhuhai - Chengdu,279,2,3,1831.004131
Zhuhai - Beijing,279,1,4,2369.512146
Zhumadian - Beijing,280,1,1,889.9393323
Zhumadian - Shanghai,280,4,2,926.249071
Zhumadian - Chengdu,280,2,3,1247.595632
Zhumadian - Guangzhou,280,3,4,1350.894298
Zhuzhou - Guangzhou,281,3,1,662.407197
Zhuzhou - Shanghai,281,4,2,1054.634201
Zhuzhou - Chengdu,281,2,3,1332.1364
Zhuzhou - Beijing,281,1,4,1615.606363
Zibo - Beijing,282,1,1,487.2005799
Zibo - Shanghai,282,4,2,943.3108608
Zibo - Chengdu,282,2,3,1808.795349
Zibo - Guangzhou,282,3,4,2028.705805
Zigong - Chengdu,283,2,1,210.0071727
Zigong - Guangzhou,283,3,2,1558.867227
Zigong - Beijing,283,1,3,1944.406396
Zigong - Shanghai,283,4,4,2131.495897
Ziyang - Chengdu,284,2,1,94.01696724
Ziyang - Guangzhou,284,3,2,1634.29092
Ziyang - Beijing,284,1,3,1914.36388
Ziyang - Shanghai,284,4,4,2150.56984
Zunyi - Chengdu,285,2,1,501.5787692
Zunyi - Guangzhou,285,3,2,1222.633442
Zunyi - Shanghai,285,4,3,1886.025789
Zunyi - Beijing,285,1,4,1955.615861
